initial_stop_percent,stop_increment,traders,traders vencedores,ganho Médio,perda médio,retorno
5,30,54,24,165.0,-132.89655172413794,1.06
5,40,56,26,149.15384615384616,-126.34482758620689,2.1399999999999997
5,50,58,26,139.42307692307693,-105.40625,2.52
5,60,59,28,130.17857142857142,-98.87096774193549,5.800000000000001
5,70,61,31,118.93548387096774,-102.6,6.09
5,80,61,28,113.85714285714286,-90.33333333333333,2.07
5,90,61,27,113.96296296296296,-86.41176470588235,1.39
5,100,64,29,117.55172413793103,-88.91428571428571,2.97
5,110,64,29,125.6896551724138,-86.51428571428572,6.17
5,120,66,29,124.82758620689656,-89.24324324324324,3.18
5,130,66,32,113.75,-91.70588235294117,5.220000000000001
5,140,66,30,122.76666666666667,-83.08333333333333,6.92
5,150,66,29,119.65517241379311,-84.5945945945946,3.4000000000000004
5,160,66,29,118.93103448275862,-84.0,3.4099999999999997
5,170,67,31,111.80645161290323,-85.5,3.88
5,180,68,33,99.36363636363636,-85.8,2.76
5,190,69,32,101.59375,-82.94594594594595,1.82
6,10,48,27,146.59259259259258,-186.4,2.3
6,20,49,27,150.40740740740742,-170.1904761904762,4.87
6,30,51,26,156.23076923076923,-153.04166666666666,3.8899999999999997
6,40,53,27,147.77777777777777,-136.96,5.66
6,50,54,26,149.92307692307693,-132.0,3.34
6,60,58,26,141.07692307692307,-104.5,3.2399999999999998
6,70,58,28,131.32142857142858,-108.56666666666666,4.2
6,80,59,29,126.58620689655173,-104.26666666666667,5.43
6,90,59,28,114.78571428571429,-94.54838709677419,2.83
6,100,60,27,114.48148148148148,-85.78787878787878,2.6
6,110,60,28,112.07142857142857,-87.4375,3.4000000000000004
6,120,61,27,123.55555555555556,-95.91176470588235,0.75
6,130,62,28,119.64285714285714,-92.94117647058823,1.9
6,140,62,28,123.07142857142857,-90.1470588235294,3.81
6,150,63,30,114.5,-89.15151515151516,4.93
6,160,63,31,111.83870967741936,-87.5625,6.65
6,170,64,31,116.83870967741936,-87.48484848484848,7.35
6,180,64,30,116.46666666666667,-82.32352941176471,6.950000000000001
6,190,64,29,119.62068965517241,-81.08571428571429,6.3100000000000005
7,10,44,24,144.29166666666666,-201.94736842105263,-3.74
7,20,47,26,142.53846153846155,-196.4,-2.22
7,30,48,26,146.5,-176.76190476190476,0.97
7,40,50,27,140.44444444444446,-157.6818181818182,3.2300000000000004
7,50,52,26,144.26923076923077,-145.8,1.06
7,60,53,27,133.66666666666666,-134.26923076923077,1.18
7,70,53,26,130.8846153846154,-106.81481481481481,5.19
7,80,54,28,120.67857142857143,-113.38461538461539,4.31
7,90,55,28,125.25,-111.07407407407408,5.08
7,100,56,28,115.92857142857143,-105.60714285714286,2.8899999999999997
7,110,56,27,115.37037037037037,-104.6896551724138,0.79
7,120,57,27,115.11111111111111,-94.0,2.88
7,130,58,27,122.88888888888889,-93.6774193548387,4.14
7,140,59,27,123.11111111111111,-96.25,2.44
7,150,60,28,123.46428571428571,-100.84375,2.3
7,160,60,28,121.35714285714286,-95.25,3.5000000000000004
7,170,60,29,116.44827586206897,-96.64516129032258,3.81
7,180,60,30,116.03333333333333,-95.43333333333334,6.18
7,190,61,30,112.93333333333334,-88.70967741935483,6.38
8,10,42,24,148.66666666666666,-213.05882352941177,-0.54
8,20,45,25,145.04,-201.6315789473684,-2.0500000000000003
8,30,45,24,147.375,-185.75,-1.78
8,40,47,25,147.92,-175.04761904761904,0.22
8,50,50,27,141.62962962962962,-165.1818181818182,1.9
8,60,51,27,140.03703703703704,-148.65217391304347,3.62
8,70,53,26,130.03846153846155,-138.14814814814815,-3.49
8,80,53,26,130.80769230769232,-111.11111111111111,4.01
8,90,54,29,116.55172413793103,-123.12,3.02
8,100,55,28,128.75,-111.33333333333333,5.99
8,110,55,29,113.06896551724138,-108.11538461538461,4.68
8,120,55,27,115.18518518518519,-101.32142857142857,2.73
8,130,55,27,113.74074074074075,-102.71428571428571,1.95
8,140,57,27,121.66666666666667,-101.3,2.46
8,150,57,25,130.6,-89.875,3.8899999999999997
8,160,57,25,132.72,-90.875,4.1000000000000005
8,170,58,26,130.42307692307693,-94.5,3.6700000000000004
8,180,59,27,124.92592592592592,-96.03125,3.0
8,190,59,28,123.57142857142857,-96.6774193548387,4.63
9,10,40,22,147.27272727272728,-200.05882352941177,-1.6099999999999999
9,20,40,23,145.34782608695653,-209.875,-0.15
9,30,44,25,145.32,-196.05555555555554,1.04
9,40,45,25,140.16,-191.31578947368422,-1.31
9,50,47,25,146.12,-167.71428571428572,1.31
9,60,48,25,146.72,-154.8181818181818,2.62
9,70,50,28,133.28571428571428,-158.42857142857142,4.05
9,80,52,26,130.30769230769232,-132.80769230769232,-0.65
9,90,53,28,123.0,-124.52,3.3099999999999996
9,100,54,28,120.28571428571429,-121.11538461538461,2.19
9,110,55,28,119.57142857142857,-115.44444444444444,2.31
9,120,55,29,113.48275862068965,-115.3076923076923,2.93
9,130,55,29,109.03448275862068,-111.76923076923077,2.56
9,140,55,27,120.25925925925925,-100.64285714285714,4.29
9,150,56,28,117.10714285714286,-106.57142857142857,2.9499999999999997
9,160,56,27,123.25925925925925,-97.86206896551724,4.9
9,170,56,25,134.24,-94.61290322580645,4.2299999999999995
9,180,56,25,133.28,-98.29032258064517,2.85
9,190,57,25,129.36,-91.03125,3.2099999999999995
10,10,37,21,147.85714285714286,-212.46666666666667,-0.8200000000000001
10,20,40,22,147.5,-203.47058823529412,-2.1399999999999997
10,30,41,24,139.20833333333334,-222.5625,-2.1999999999999997
10,40,42,24,142.0,-194.94117647058823,0.9400000000000001
10,50,43,24,136.95833333333334,-191.5,-1.6
10,60,48,25,146.2,-168.3181818181818,-0.48
10,70,48,25,146.24,-158.6818181818182,1.6500000000000001
10,80,49,28,129.10714285714286,-160.95238095238096,2.35
10,90,51,25,135.72,-133.53846153846155,-0.79
10,100,52,28,122.92857142857143,-132.29166666666666,2.67
10,110,53,27,123.4074074074074,-123.5,1.21
10,120,55,30,111.76666666666667,-128.0,1.53
10,130,55,29,113.17241379310344,-121.03846153846153,1.35
10,140,55,29,111.72413793103448,-116.5,2.11
10,150,55,29,113.93103448275862,-112.8076923076923,3.71
10,160,55,26,122.1923076923077,-106.51724137931035,0.88
10,170,55,27,122.33333333333333,-109.64285714285714,2.33
10,180,55,25,129.92,-101.46666666666667,2.04
10,190,55,24,137.375,-95.90322580645162,3.2399999999999998
11,10,37,21,147.85714285714286,-236.0,-4.35
11,20,38,21,153.52380952380952,-204.5,-0.48
11,30,40,23,145.34782608695653,-223.875,-2.39
11,40,42,24,142.375,-211.41176470588235,-1.77
11,50,42,24,140.125,-189.1764705882353,1.47
11,60,43,23,140.47826086956522,-178.94736842105263,-1.69
11,70,46,24,144.20833333333334,-166.28571428571428,-0.31
11,80,47,25,144.24,-169.8095238095238,0.4
11,90,49,28,126.21428571428571,-161.47619047619048,1.43
11,100,51,25,136.08,-135.42307692307693,-1.1900000000000002
11,110,51,28,122.42857142857143,-127.8695652173913,4.87
11,120,52,26,126.57692307692308,-122.11538461538461,1.16
11,130,54,29,113.06896551724138,-128.48,0.67
11,140,54,28,116.46428571428571,-121.92307692307692,0.91
11,150,55,30,110.83333333333333,-125.0,2.0
11,160,55,30,111.06666666666666,-126.88,1.6
11,170,55,27,118.44444444444444,-112.96428571428571,0.35000000000000003
11,180,55,27,122.14814814814815,-114.39285714285714,0.95
11,190,55,27,122.4074074074074,-110.71428571428571,2.0500000000000003
12,10,37,21,147.85714285714286,-219.26666666666668,-1.8399999999999999
12,20,38,21,153.52380952380952,-212.3125,-1.73
12,30,38,21,153.76190476190476,-191.4375,1.66
12,40,40,23,142.1304347826087,-237.0625,-5.24
12,50,42,24,142.58333333333334,-210.76470588235293,-1.6099999999999999
12,60,43,26,129.34615384615384,-193.75,2.63
12,70,43,23,140.47826086956522,-179.10526315789474,-1.72
12,80,46,24,144.625,-164.9047619047619,0.08
12,90,46,24,142.08333333333334,-156.76190476190476,1.18
12,100,47,26,126.73076923076923,-151.28571428571428,1.18
12,110,49,24,138.41666666666666,-136.76,-0.97
12,120,51,28,123.07142857142857,-127.65217391304348,5.1
12,130,51,26,121.38461538461539,-117.64,2.15
12,140,53,28,113.07142857142857,-124.0,0.66
12,150,54,27,120.62962962962963,-117.96296296296296,0.72
12,160,54,28,120.39285714285714,-121.5,2.12
12,170,54,28,117.25,-118.65384615384616,1.9800000000000002
12,180,55,27,119.25925925925925,-118.14285714285714,-0.88
12,190,55,27,122.62962962962963,-112.46428571428571,1.6199999999999999
13,10,36,21,147.85714285714286,-231.0,-1.29
13,20,37,21,147.85714285714286,-232.06666666666666,-3.7600000000000002
13,30,38,21,153.76190476190476,-209.375,-1.21
13,40,39,21,149.61904761904762,-204.05882352941177,-3.27
13,50,41,23,145.43478260869566,-222.2941176470588,-4.34
13,60,42,24,140.70833333333334,-206.41176470588235,-1.32
13,70,43,25,135.04,-204.64705882352942,-1.03
13,80,43,25,133.2,-200.05882352941177,-0.7100000000000001
13,90,45,23,147.7391304347826,-165.76190476190476,-0.83
13,100,46,25,134.92,-162.0,-0.29
13,110,47,26,126.88461538461539,-153.38095238095238,0.7799999999999999
13,120,48,24,129.70833333333334,-139.83333333333334,-2.4299999999999997
13,130,50,27,126.18518518518519,-133.56521739130434,3.35
13,140,50,25,118.68,-120.24,-0.38999999999999996
13,150,51,26,120.38461538461539,-120.08,1.28
13,160,54,27,121.55555555555556,-117.96296296296296,0.97
13,170,54,28,124.25,-117.96153846153847,4.12
13,180,54,27,123.48148148148148,-123.03703703703704,0.12
13,190,54,28,115.89285714285714,-130.19230769230768,-1.4000000000000001
14,10,36,21,148.04761904761904,-236.5,-2.02
14,20,37,21,147.85714285714286,-226.46666666666667,-2.92
14,30,38,21,153.76190476190476,-212.6875,-1.7399999999999998
14,40,38,21,151.61904761904762,-196.75,0.36
14,50,39,21,149.61904761904762,-209.2941176470588,-4.16
14,60,41,23,145.43478260869566,-215.47058823529412,-3.18
14,70,43,25,134.32,-206.52941176470588,-1.53
14,80,43,25,135.56,-195.35294117647058,0.6799999999999999
14,90,43,25,133.2,-205.94117647058823,-1.71
14,100,45,23,149.8695652173913,-167.9047619047619,-0.79
14,110,46,24,136.91666666666666,-156.5,-1.5699999999999998
14,120,47,26,121.3076923076923,-158.66666666666666,-1.78
14,130,48,25,125.68,-140.7391304347826,-0.95
14,140,48,26,120.73076923076923,-134.4090909090909,1.82
14,150,49,24,114.625,-115.16,-1.28
14,160,51,26,120.38461538461539,-120.76,1.11
14,170,51,25,126.88,-115.1923076923077,1.77
14,180,53,27,127.66666666666667,-122.11538461538461,2.7199999999999998
14,190,54,27,123.62962962962963,-114.81481481481481,2.3800000000000003
15,10,35,20,146.35,-251.42857142857142,-5.93
15,20,36,21,148.04761904761904,-253.21428571428572,-4.36
15,30,38,21,153.52380952380952,-240.375,-6.22
15,40,38,21,153.76190476190476,-207.75,-0.95
15,50,38,21,151.61904761904762,-185.0,2.2399999999999998
15,60,39,22,145.6818181818182,-221.0,-3.3099999999999996
15,70,42,24,140.83333333333334,-216.64705882352942,-3.0300000000000002
15,80,43,25,135.6,-206.23529411764707,-1.16
15,90,43,26,131.03846153846155,-206.9375,0.96
15,100,43,24,138.04166666666666,-194.72222222222223,-1.92
15,110,45,23,148.2608695652174,-163.0952380952381,-0.15
15,120,47,25,132.48,-168.4090909090909,-3.93
15,130,47,25,126.92,-155.5,-2.48
15,140,47,26,122.88461538461539,-149.52380952380952,0.5499999999999999
15,150,48,25,128.36,-127.30434782608695,2.81
15,160,49,24,112.04166666666667,-115.24,-1.92
15,170,50,25,116.56,-115.2,0.33999999999999997
15,180,50,24,123.16666666666667,-114.3076923076923,-0.16
15,190,52,27,127.96296296296296,-115.76,5.609999999999999
16,10,35,21,149.04761904761904,-284.84615384615387,-5.7299999999999995
16,20,36,21,148.04761904761904,-277.64285714285717,-7.779999999999999
16,30,37,21,145.85714285714286,-260.8,-8.49
16,40,38,21,153.76190476190476,-239.125,-5.970000000000001
16,50,38,21,151.61904761904762,-229.1875,-4.83
16,60,39,21,149.61904761904762,-187.47058823529412,-0.44999999999999996
16,70,39,22,147.4090909090909,-231.4375,-4.6
16,80,43,25,135.72,-220.88235294117646,-3.62
16,90,43,25,136.12,-206.8235294117647,-1.13
16,100,43,26,132.57692307692307,-214.5,0.15
16,110,43,23,144.8695652173913,-192.68421052631578,-3.29
16,120,44,24,139.20833333333334,-175.2,-1.63
16,130,46,26,127.88461538461539,-168.4,-0.43
16,140,47,26,123.26923076923077,-159.8095238095238,-1.51
16,150,47,27,120.03703703703704,-167.9,-1.17
16,160,48,25,128.28,-122.91304347826087,3.8
16,170,48,23,114.3913043478261,-115.16,-2.48
16,180,48,23,117.26086956521739,-109.84,-0.49
16,190,50,25,121.56,-115.0,1.6400000000000001
17,10,35,21,153.42857142857142,-299.15384615384613,-6.67
17,20,35,21,150.04761904761904,-279.61538461538464,-4.84
17,30,36,21,148.04761904761904,-273.92857142857144,-7.26
17,40,38,21,153.76190476190476,-258.4375,-9.06
17,50,38,21,151.61904761904762,-247.375,-7.739999999999999
17,60,38,21,151.61904761904762,-216.125,-2.74
17,70,39,21,149.61904761904762,-219.1764705882353,-5.84
17,80,39,22,147.4090909090909,-218.75,-2.5700000000000003
17,90,43,25,135.72,-216.47058823529412,-2.87
17,100,43,26,129.96153846153845,-217.625,-1.03
17,110,43,26,130.96153846153845,-214.125,-0.21
17,120,43,22,150.0909090909091,-175.2,-2.02
17,130,44,24,135.125,-182.2,-4.01
17,140,46,27,125.48148148148148,-182.31578947368422,-0.76
17,150,47,26,123.96153846153847,-164.33333333333334,-2.2800000000000002
17,160,47,27,119.70370370370371,-164.65,-0.61
17,170,48,26,113.6923076923077,-131.72727272727272,0.58
17,180,48,23,114.3913043478261,-123.84,-4.65
17,190,48,23,116.69565217391305,-113.96,-1.6500000000000001
18,10,35,22,149.0909090909091,-328.5,-6.619999999999999
18,20,35,21,149.04761904761904,-293.3076923076923,-6.83
18,30,36,21,144.57142857142858,-281.2857142857143,-9.02
18,40,38,21,151.52380952380952,-266.0625,-10.75
18,50,38,21,153.76190476190476,-256.0625,-8.68
18,60,38,21,151.61904761904762,-243.6875,-7.1499999999999995
18,70,39,21,149.61904761904762,-225.58823529411765,-6.93
18,80,39,22,147.4090909090909,-238.8125,-5.779999999999999
18,90,40,23,141.56521739130434,-232.375,-4.62
18,100,43,25,134.44,-234.1764705882353,-6.2
18,110,43,26,131.15384615384616,-223.875,-1.72
18,120,43,25,136.84,-207.8235294117647,-1.1199999999999999
18,130,43,22,148.1818181818182,-181.0,-3.5999999999999996
18,140,44,24,135.04166666666666,-177.6,-3.11
18,150,46,27,125.62962962962963,-183.78947368421052,-1.0
18,160,46,25,125.16,-166.38095238095238,-3.65
18,170,47,28,115.03571428571429,-177.68421052631578,-1.55
18,180,48,26,113.6923076923077,-138.27272727272728,-0.86
18,190,48,23,114.3913043478261,-123.36,-4.53
19,10,35,22,139.77272727272728,-336.25,-9.6
19,20,35,22,145.72727272727272,-320.1666666666667,-6.36
19,30,35,21,150.04761904761904,-280.15384615384613,-4.91
19,40,37,21,148.04761904761904,-261.2,-8.09
19,50,38,21,151.76190476190476,-257.375,-9.31
19,60,38,21,151.61904761904762,-251.0,-8.32
19,70,38,21,151.61904761904762,-233.5625,-5.53
19,80,39,21,149.61904761904762,-222.35294117647058,-6.38
19,90,40,23,140.17391304347825,-241.75,-6.4399999999999995
19,100,41,24,138.66666666666666,-229.5,-3.44
19,110,43,26,129.96153846153845,-238.8125,-4.42
19,120,43,26,129.8846153846154,-243.0625,-5.12
19,130,43,25,136.84,-204.58823529411765,-0.5700000000000001
19,140,43,23,140.69565217391303,-182.15,-4.07
19,150,44,24,134.95833333333334,-177.0,-3.01
19,160,46,27,125.07407407407408,-184.31578947368422,-1.25
19,170,46,26,121.73076923076923,-175.7,-3.49
19,180,47,28,118.39285714285714,-180.0,-1.05
19,190,48,26,112.1923076923077,-137.5909090909091,-1.0999999999999999
